outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
B24,D,2016,61,224777.7868852459,225e3,67441.70450918205,175e3,17e4,168e3,161e3,125e3,FALSE
B24,F,2015,53,84305.75471698113,88e3,19556.870078455868,71e3,65500,59800,56700,49160,FALSE
B24,F,2016,41,93432.9268292683,95e3,16421.88178070687,83e3,81500,77e3,75e3,65e3,FALSE
B24,O,2015,13,1069295.5384615385,465e3,1225385.0451152497,292842,267136.80000000005,239999.99999999997,21e4,19e4,FALSE
B24,O,2016,16,716052,227500,1130921.4827139857,206624,197e3,173e3,127500,72500,FALSE
B24,S,2015,175,158090.11428571428,15e4,46984.986299716686,131e3,127900.00000000001,123150,113320,100700,FALSE
B24,S,2016,182,166014.6208791209,160500,44912.48257283796,14e4,135e3,128e3,118e3,107050,FALSE
B24,T,2015,136,132973.3088235294,128e3,34856.51806955983,108e3,105e3,100500,95900,87875,FALSE
B24,T,2016,145,140062.59310344828,136e3,40876.69479607348,115e3,11e4,104e3,95400,87200,FALSE
B25,D,2015,8,228562.5,245e3,32854.04682618479,209625,205600,201575,190200,177600,FALSE
B25,D,2016,14,259714.2857142857,259e3,30261.497678704563,239e3,237400,234250,224500,216500,FALSE
B25,F,2015,9,73333.33333333333,72500,16414.551471179468,59e3,58e3,57e3,56400,56200,FALSE
B25,F,2016,11,80727.27272727272,84500,16802.326678712736,74750,72500,68250,64e3,54500,FALSE
B25,O,2015,2,223e4,223e4,1796051.2242138307,1595e3,1468e3,1340999.9999999998,1214000.0000000002,1087000.0000000002,FALSE
B25,O,2016,4,144875,142250,52170.1942364284,118375,111700,105025,98350,91675,FALSE
B25,S,2015,57,157357.01754385966,143e3,53157.62816395728,116e3,115e3,110200,106600,102250,FALSE
B25,S,2016,39,156894.87179487178,155e3,37786.61485874503,13e4,126800,124700,122500,117100,FALSE
B25,T,2015,131,116956.87022900763,111e3,34399.44510540763,95750,91e3,9e4,88e3,81e3,FALSE
B25,T,2016,109,120379.81651376147,118500,29840.95951508322,105e3,102e3,98400,9e4,75400,FALSE
B26,D,2015,46,213967.39130434784,214975,38806.72939551608,196862.5,194e3,174e3,156250,143312.5,FALSE
B26,D,2016,28,228371.25,229975,56588.76209639023,188375,185e3,184952.5,182100,163750,FALSE
B26,F,2015,67,93906.34328358209,97e3,27439.105562633427,74500,70200,64700,53300,42600,FALSE
B26,F,2016,51,92800.98039215687,93e3,26541.728448230493,78e3,75e3,74500,55e3,38500,FALSE
B26,O,2015,5,256900,235e3,192608.54082828207,232e3,190100,148200.00000000003,106299.99999999999,64399.99999999999,FALSE
B26,O,2016,6,479508.3333333333,225e3,685948.4021533009,167750,162e3,152750,143500,134250,FALSE
B26,S,2015,313,152855.23961661343,151e3,29028.547714178243,135e3,13e4,126600,12e4,108400,FALSE
B26,S,2016,312,164591.8205128205,163250,31341.736033312332,145e3,141200,136e3,127e3,116375,FALSE
B26,T,2015,129,137566.9534883721,138e3,32520.751840137702,115e3,11e4,108e3,99200,9e4,FALSE
B26,T,2016,95,148815.5894736842,147e3,34741.65945720373,129e3,125e3,122550,111400,101700,FALSE
B27,D,2015,11,249227.27272727274,24e4,73117.83764457332,188750,187500,183750,18e4,178500,FALSE
B27,D,2016,27,255061.07407407407,265e3,61683.817473233816,22e4,196e3,188e3,168e3,154500,FALSE
B27,F,2015,25,100438,1e5,43602.2296830487,84e3,82e3,81180,72780,58800.00000000001,FALSE
B27,F,2016,43,98619.3488372093,1e5,25253.43839190043,87750,85800,75200,61600.00000000001,50965,FALSE
B27,O,2015,13,1170316.923076923,437500,2041979.7119600815,3e5,27e4,231999.99999999997,178e3,109400.00000000001,FALSE
B27,O,2016,20,295572.5,285e3,143635.39319273498,246e3,209600.00000000003,148e3,140400.00000000003,68547.50000000001,FALSE
B27,S,2015,112,161737.67857142858,145e3,55098.42323706794,126500,120150,118775,110100,92100,FALSE
B27,S,2016,115,180192.13043478262,168e3,48315.62666313311,145e3,135990,130100,125e3,118100,FALSE
B27,T,2015,153,133885.75163398692,125e3,36755.03772654864,114e3,11e4,107800,103200,95900,FALSE
B27,T,2016,161,137998.13043478262,13e4,35860.56018091645,117e3,112e3,108500,104800,95e3,FALSE
B28,D,2015,55,255350.9090909091,25e4,59780.700690809696,219475,209600,200500,196600,168500,FALSE
B28,D,2016,59,283100,261e3,70929.24048072427,23e4,226800,222800,214800,199500,FALSE
B28,F,2015,43,96841.860465116275,104e3,25206.26322920687,70750,7e4,68300,64700,64e3,FALSE
B28,F,2016,45,124744.73333333334,124e3,34824.18748344056,107e3,104200,96180,83200,62000.00000000001,FALSE
B28,O,2015,3,287500,35e4,108253.17547305483,256250,237500,218750,2e5,181250.00000000003,FALSE
B28,O,2016,13,428288.3846153846,19e4,671356.3619858853,14e4,132500,111999.99999999999,65500.000000000015,30800.000000000004,FALSE
B28,S,2015,225,201561.94222222222,198e3,50776.84530172935,17e4,165e3,159570,145e3,125e3,FALSE
B28,S,2016,231,218987.6103896104,216e3,44753.69990830173,185500,179995,175e3,165e3,145e3,FALSE
B28,T,2015,145,175990.24827586208,158e3,48866.85561632567,14e4,135800,133840,13e4,118e3,FALSE
B28,T,2016,140,184217.4642857143,175e3,53552.94192355617,143375,138800,129992.5,125e3,118950,FALSE
B29,D,2015,44,425937.5,412500,140820.36393311803,342500,32e4,289450,241500,221575,FALSE
B29,D,2016,61,405531.2295081967,389995,157501.1808809057,329995,32e4,26e4,21e4,18e4,FALSE
B29,F,2015,41,101054.73170731707,93e3,34038.296637041334,75e3,7e4,68e3,65e3,52e3,FALSE
B29,F,2016,25,130103.8,117500,79623.78352393628,89e3,86600,83380,78580,71400,FALSE
B29,O,2015,10,1835850,175e4,2175704.02462692,601625,478e3,455500,395699.99999999994,205349.99999999997,FALSE
B29,O,2016,5,93240,128e3,73836.05487835871,21e3,18340,15680,13020,10360,FALSE
B29,S,2015,194,174717.51030927835,154500,77556.58922569847,122100,118800,114900,108075,1e5,FALSE
B29,S,2016,219,199393.74885844748,174e3,90618.04025024177,138975,13e4,125e3,12e4,11e4,FALSE
B29,T,2015,336,178123.53273809524,151500,81478.65664444891,123500,114e3,109e3,100050,94750,FALSE
B29,T,2016,321,195509.45794392523,167e3,76942.14522410008,132e3,127e3,123e3,118e3,11e4,FALSE
B3,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B3,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B3,F,2015,145,182212.30344827587,158e3,104723.98552188431,13e4,123e3,118600,107e3,90999.99999999999,FALSE
B3,F,2016,165,174626.0606060606,159e3,66573.98405750543,134e3,130800,126e3,124970,109300,FALSE
B3,O,2015,25,3586059.6,75e4,7364069.185974966,26e4,212e3,163200,124200,99752,FALSE
B3,O,2016,27,1430148.148148148,5e5,2136775.485915162,16e4,124800.00000000001,103300,98700,84350,FALSE
B3,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B3,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B3,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B3,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B30,D,2015,28,328075.35714285716,323e3,94290.35732805826,259487.5,246580,223150,217300,208075,FALSE
B30,D,2016,23,318778.26086956525,305e3,121245.36994541928,27e4,255e3,231e3,225e3,189900,FALSE
B30,F,2015,58,91308.62068965517,91250,26553.532718237548,73875,68e3,62825,54900,5e4,FALSE
B30,F,2016,159,148701.56603773584,136e3,57088.6530397483,11e4,105e3,94700,84700,68350,FALSE
B30,O,2015,5,582999.2,545e3,213323.89927338192,505e3,461e3,417e3,373e3,329e3,FALSE
B30,O,2016,29,87802.41379310345,5e3,109510.86063736759,5e3,5e3,5e3,5e3,5e3,FALSE
B30,S,2015,123,223838.39837398374,185e3,101891.22532047208,153500,145925,135e3,125e3,110500,FALSE
B30,S,2016,124,217948.70967741936,186500,97244.78130263831,154500,145e3,136175,123600,1e5,FALSE
B30,T,2015,267,171166.3670411985,154950,64127.09312786747,135e3,131e3,126800,119200,1e5,FALSE
B30,T,2016,238,192371.09243697478,168250,76016.94554344533,145e3,137680,133775,124344.8,105e3,FALSE
B31,D,2015,108,217210.69444444444,201e3,92004.48632513793,156312.5,14e4,127825.00000000001,121800,99075,FALSE
B31,D,2016,77,241366.75324675324,226e3,114546.08963427822,158e3,151000.00000000003,131e3,125600,119e3,FALSE
B31,F,2015,172,152639.61046511628,117e3,88030.79433463358,85e3,77600,71650,66200,53550,FALSE
B31,F,2016,125,125293.784,97500,67309.85943568264,82500,78800,73e3,63500,57600,FALSE
B31,O,2015,9,782183.3333333334,396e3,1059448.8791348075,135e3,113e3,91000.00000000001,66730,40189.99999999999,FALSE
B31,O,2016,13,1013438.4615384615,144e3,2961687.628289672,117500,114800,94599.99999999999,39400.000000000015,14880.000000000002,FALSE
B31,S,2015,371,155656.2129380054,149950,53163.13763299025,125e3,118e3,11e4,1e5,89550,FALSE
B31,S,2016,390,161787.99487179486,153997.5,59828.0152620438,128e3,12e4,113175,105e3,80450,FALSE
B31,T,2015,274,125009.3394160584,123e3,29902.35149361576,105250,102300,99877.5,91950,82650,FALSE
B31,T,2016,233,133176.63090128754,129e3,38534.16723261909,11e4,106200,1e5,92750,79200,FALSE
B32,D,2015,35,257438.42857142858,224e3,83048.3159935814,192750,189200,182400,174e3,159200,FALSE
B32,D,2016,67,314721.6865671642,302500,128996.21269566217,208250,198e3,193900,176300,157250,FALSE
B32,F,2015,34,64925,64500,16139.976014776967,52837.5,50600,49950,48300,41825,FALSE
B32,F,2016,43,100292.90697674418,75e3,43994.87892590939,68e3,66500,65e3,61160,50760,FALSE
B32,O,2015,3,375e3,15e4,442690.63690121117,12e4,114e3,108e3,102e3,96e3,FALSE
B32,O,2016,10,973420.8,252e3,1512404.7647423255,199100,158139.99999999997,84654.99999999994,25099.999999999996,14299.999999999998,FALSE
B32,S,2015,200,147561.61,145e3,45850.25465488155,119337.5,111600.00000000001,1e5,95e3,84987.5,FALSE
B32,S,2016,190,163228.94736842104,155500,53336.366520368625,125e3,122400,118350,112900.00000000001,87350,FALSE
B32,T,2015,215,129371.62325581396,117e3,49229.81060038647,99e3,95e3,91e3,86e3,80700,FALSE
B32,T,2016,228,134196.33771929826,125e3,42772.25814491162,105375,103e3,99715,95e3,88700,FALSE
B33,D,2015,14,274500,286e3,144702.745707829,175e3,164200,147650,143100,128400,FALSE
B33,D,2016,13,214230.76923076922,182e3,90215.39396185281,157e3,152800,149e3,146e3,130600,FALSE
B33,F,2015,34,71704.41176470589,67500,21508.16042331396,59875,59e3,54825,50450,47825,FALSE
B33,F,2016,34,77723.5294117647,74250,18997.736050502524,65625,62800,57950,56300,50100.00000000001,FALSE
B33,O,2015,8,1395181.75,29e4,3132957.570134728,163750,141e3,118249.99999999999,99100,80550,FALSE
B33,O,2016,14,273801.78571428574,197500,254850.22382392446,119075,75460.00000000001,18550.000000000004,12699.999999999998,7943.75,FALSE
B33,S,2015,133,124147.36842105263,122500,35480.91693441951,1e5,95200,9e4,85e3,77100,FALSE
B33,S,2016,163,139240.18404907975,134e3,38732.99780680188,115e3,11e4,105e3,96200,79150,FALSE
B33,T,2015,214,106922.68691588785,103500,27765.799755390584,9e4,87e3,83e3,8e4,71300,FALSE
B33,T,2016,170,118534.11764705883,115e3,27740.81191433572,1e5,97e3,93700,89450,8e4,FALSE
B34,D,2015,12,168833.33333333334,166e3,57342.40590654978,152500,147e3,125750,95500,80100,FALSE
B34,D,2016,10,205345.4,203750,38361.764969823795,174750,172500,171375,168449.99999999997,159225,FALSE
B34,F,2015,14,78285.71428571429,8e4,9139.336547445473,73125,71500,69700,65800,63475,FALSE
B34,F,2016,15,72750,66e3,21314.188768450535,63500,61400,55800,46900,40525,FALSE
B34,O,2015,1,75e4,75e4,NA,75e4,75e4,75e4,75e4,75e4,FALSE
B34,O,2016,2,164875,164875,0,164875,164875,164875,164875,164875,FALSE
B34,S,2015,92,137225.54347826086,135e3,32913.62029312921,119500,113400,109125,102500,87750,FALSE
B34,S,2016,89,144826.44943820225,146500,45363.45130443952,125e3,116800.00000000001,103200,89e3,77e3,FALSE
B34,T,2015,105,112960.94285714286,115e3,23302.44721954714,99e3,96200,93e3,88800,72e3,FALSE
B34,T,2016,141,126229.17730496454,126e3,31337.072776114255,11e4,107e3,105e3,9e4,7e4,FALSE
B35,D,2015,2,192500,192500,74246.21202458748,166250,161e3,155750,150500,145250,FALSE
B35,D,2016,1,265e3,265e3,NA,265e3,265e3,265e3,265e3,265e3,FALSE
B35,F,2015,13,82846.15384615384,83e3,19096.66704709731,66e3,65400,63700,59800,57900,FALSE
B35,F,2016,20,81050,92500,29777.68062085922,66e3,6e4,59977.5,55380.000000000015,14892.5,FALSE
B35,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B35,O,2016,7,8510185.714285715,19e4,21999442.62721434,151250,150500,147e3,138e3,129e3,FALSE
B35,S,2015,11,133859.0909090909,13e4,24109.09390854225,113e3,111e3,108e3,105e3,104500,FALSE
B35,S,2016,10,143662.5,145e3,14410.650237854563,131968.75,130300,127318.75,125e3,125e3,FALSE
B35,T,2015,41,115340.24390243902,113e3,17049.014705812897,104e3,102500,1e5,95e3,93500,FALSE
B35,T,2016,38,118108.73684210527,119e3,24255.015425272926,105e3,101200,97200,87209.8,77861.1,FALSE
B36,D,2015,58,264316.3793103448,248975,68584.58114526284,219962.5,217e3,213650,207350,169800,FALSE
B36,D,2016,64,252535.296875,251997.5,45917.607269833396,224e3,213400,209450,196675,182049.25,FALSE
B36,F,2015,45,113645.88888888889,102e3,44882.398975860044,87e3,83700,79980,75200,52e3,FALSE
B36,F,2016,38,98301.84210526316,95750,42751.17844781706,75e3,72e3,54675,43500,37254,FALSE
B36,O,2015,5,388888,252500,285087.210726823,172e3,165600,159200,152800,146400,FALSE
B36,O,2016,7,161267.85714285713,102e3,226251.0638622712,57937.5,48300.00000000001,38087.49999999999,26725.000000000004,15362.500000000002,FALSE
B36,S,2015,177,174933.42372881356,175e3,42738.14490866685,14e4,135e3,126200,12e4,114800,FALSE
B36,S,2016,185,186996.54054054053,181e3,60221.78802261695,146e3,14e4,133200,125400,110500,FALSE
B36,T,2015,118,121647.45762711864,106400,40610.77593061013,93125,90400,89522.5,85e3,80850,FALSE
B36,T,2016,164,134896.56707317074,125e3,41148.78779914461,108750,105e3,102450,98e3,83300,FALSE
B37,D,2015,45,266082,266250,67969.20801329485,217e3,208e3,190200,180800,172e3,FALSE
B37,D,2016,54,281228.98148148146,249750,97511.78340203267,224996.25,194168,189999.75,186498.5,175587.5,FALSE
B37,F,2015,67,73107.70149253731,71e3,18676.250873701123,60500,59200,55e3,54570,45100.00000000001,FALSE
B37,F,2016,113,94429.01769911505,91750,20395.274214518377,77e3,75e3,72500,69200,64e3,FALSE
B37,O,2015,14,1469730,675286,1818004.6563215312,352112,318280,266165,207210,169500,FALSE
B37,O,2016,6,6604166.666666667,64e5,5106819.378700079,3475e3,25e5,215e4,18e5,145e4,FALSE
B37,S,2015,99,162172.47474747474,155e3,48502.905700743046,133e3,131200,126400,121200,109700,FALSE
B37,S,2016,110,172547.63636363635,16e4,58697.148621449865,146250,14e4,135350,129800,123450,FALSE
B37,T,2015,179,120313.40782122905,114e3,29590.647495794816,98750,95e3,93e3,89e3,83350,FALSE
B37,T,2016,190,127427.47894736842,123750,30137.568673190948,11e4,107e3,103e3,97e3,92225,FALSE
B38,D,2015,50,314907,260975,139229.5439890103,216750,214e3,191250,179e3,17e4,FALSE
B38,D,2016,35,316603.5714285714,28e4,129165.85748775184,204975,193e3,171495.5,169995,165595,FALSE
B38,F,2015,35,90515.71428571429,89e3,39371.46019836273,67500,64600,58590,55400,51750,FALSE
B38,F,2016,49,113830.20408163265,107e3,40777.40704063321,88e3,85e3,83100,76400.00000000001,62200,FALSE
B38,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B38,O,2016,8,336306.25,134623.5,458075.6983437033,109830.5,79847.40000000002,49864.29999999999,43719.2,41547.1,FALSE
B38,S,2015,90,178752.45555555556,172e3,73460.97577934191,136250,127500,120600,109950,89550,FALSE
B38,S,2016,112,180509.94642857142,17e4,52910.9273294465,151425,145e3,133325,125200,114325,FALSE
B38,T,2015,118,130663.52542372882,115e3,52700.0443276078,99250,93400,9e4,88e3,84700,FALSE
B38,T,2016,120,137559.99166666667,125e3,45644.79344989923,113e3,110400,109249.99999999999,94900,89950,FALSE
B4,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B4,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B4,F,2015,22,115315.90909090909,113500,22812.702113200612,98862.5,97700,95375,83300,80100,FALSE
B4,F,2016,9,121555.55555555556,117e3,24439.26712849176,1e5,99600,99200,98800,98400,FALSE
B4,O,2015,4,2448750,1735e3,2396596.110458887,69e4,672e3,654e3,636e3,618e3,FALSE
B4,O,2016,8,4062754.75,14e5,4665864.977047412,987750,830600.0000000002,673449.9999999999,482700.0000000001,286350.00000000006,FALSE
B4,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B4,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B4,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B4,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B40,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
B42,D,2015,30,216940,209e3,41496.76223348117,195e3,186800,170950,164100,152150,FALSE
B42,D,2016,28,245235.35714285713,258750,38989.656295174915,209987.5,209950,205200,194700,185700,FALSE
B42,F,2015,15,70633.33333333333,7e4,18210.541165045302,6e4,58800,56350,53e3,47100,FALSE
B42,F,2016,13,75111.53846153847,82e3,14632.414841801203,71e3,62e3,56e3,56e3,50800,FALSE
B42,O,2015,4,223750,192500,149687.17379922702,126250,118e3,109750,101500,93250,FALSE
B42,O,2016,16,377041.25,205410,467556.76363945374,172250,149e3,149e3,124500,77500,FALSE
B42,S,2015,181,138314.88950276244,132500,30073.483465762663,119e3,116e3,113e3,108e3,102e3,FALSE
B42,S,2016,201,146650.51741293533,14e4,35474.71913589937,128500,124e3,12e4,116e3,104e3,FALSE
B42,T,2015,112,126767.36607142857,125e3,31738.91325875488,11e4,106800,101300,95e3,86100,FALSE
B42,T,2016,123,137721.9105691057,13e4,36445.91579987991,116e3,11e4,103e3,1e5,95e3,FALSE
B43,D,2015,71,261642.01408450704,258e3,85296.4046111295,195e3,18e4,177500,165e3,150671.5,FALSE
B43,D,2016,53,260754.71698113208,237500,73743.35841290736,21e4,195e3,185400,181e3,166e3,FALSE
B43,F,2015,88,126108.29545454546,140250,30335.04257423531,99337.5,95e3,90100,87525,75e3,FALSE
B43,F,2016,56,98072.44642857143,97250,23222.100889156623,83e3,80205,77125,69700,58862.5,FALSE
B43,O,2015,1,15601,15601,NA,15601,15601,15601,15601,15601,FALSE
B43,O,2016,9,160432.77777777778,14e4,139899.87797330075,11e4,71300.00000000001,32600.000000000015,12480,10940,FALSE
B43,S,2015,207,160486.93719806764,155e3,36558.65077019136,139500,135e3,13e4,124980,115300,FALSE
B43,S,2016,226,169326.8628318584,164975,34902.66878409461,15e4,145e3,14e4,128250,12e4,FALSE
B43,T,2015,117,149184.92307692306,142950,41054.981803244315,128500,123e3,113400,108800,98600,FALSE
B43,T,2016,115,151395.32173913042,142500,41633.839479431685,129e3,122400,116177.7,105e3,97e3,FALSE
B44,D,2015,9,152610.55555555556,145e3,25785.0853746459,135500,133300,131100,128e3,124e3,FALSE
B44,D,2016,5,211100,19e4,67609.54074685022,18e4,169100,158200,147300,136400,FALSE
B44,F,2015,19,77155.26315789473,71500,28619.38394562155,61e3,56400,52800,5e4,49e3,FALSE
B44,F,2016,23,76747.82608695653,75e3,26147.355499261164,57875,56e3,55300,55e3,54100,FALSE
B44,O,2015,9,1012594.1111111111,31e4,1816060.5659019502,250800,186480.00000000003,122160.00000000003,9e4,9e4,FALSE
B44,O,2016,9,829018.6666666666,149e3,1958005.923161623,108e3,84800,61600.000000000015,43400,30200,FALSE
B44,S,2015,201,122453.96019900497,120380,24345.435291208247,11e4,104500,96500,92e3,85e3,FALSE
B44,S,2016,245,129793.00408163265,126e3,29679.321840946905,112950,109808.2,105e3,1e5,88e3,FALSE
B44,T,2015,199,108317.24120603016,108e3,18369.50804431111,96500,93300,9e4,88200,8e4,FALSE
B44,T,2016,219,118295.60730593608,116e3,23811.646407270968,105e3,102500,1e5,95e3,85900,FALSE
B45,D,2015,133,434452.23308270675,354995,245778.7414405882,289995,279398,256600,240999,192960,FALSE
B45,D,2016,119,484873.32773109246,385e3,286545.78530135105,291247.5,277300,271400,244e3,194500,FALSE
B45,F,2015,51,88394.11764705883,75e3,45185.849164377585,63750,62e3,6e4,53500,46750,FALSE
B45,F,2016,49,93358.16326530612,8e4,48977.713200047656,68e3,66900,63e3,59560,53800,FALSE
B45,O,2015,3,2019866.6666666667,156e4,2039462.6874089492,904800,773759.9999999999,642720,511679.99999999994,380640.0000000001,FALSE
B45,O,2016,8,2798815.75,414e3,6561999.733586134,14e4,112000.00000000003,83999.99999999999,68e3,54e3,FALSE
B45,S,2015,216,174194.00925925927,159500,76125.13589261881,13e4,127e3,12e4,109500,95500,FALSE
B45,S,2016,178,189086.9382022472,166e3,89350.91556274124,140875,135e3,128275,121750,105912.5,FALSE
B45,T,2015,167,134448.23952095807,120500,50384.221668325954,102750,99190,95900,91300,79285,FALSE
B45,T,2016,150,139280.26666666666,128e3,47409.764740333616,114625,107600,100350,95e3,8e4,FALSE
B46,D,2015,60,350893.86666666664,333e3,130250.5798176322,269987.5,259e3,243480.75,237700,231375,FALSE
B46,D,2016,68,357436.32352941175,35e4,94652.54641975836,279800,276e3,27e4,25e4,239725,FALSE
B46,F,2015,82,147387.84146341463,133536,45954.08347402349,12e4,117600,116150,96200,8e4,FALSE
B46,F,2016,64,158414.0625,15e4,75809.10835920875,121125,113860,107450,100600,88300,FALSE
B46,O,2015,4,394062.5,405e3,87222.02870643784,338750,329e3,319250,309500,299750,FALSE
B46,O,2016,15,841874.0666666667,642e3,859717.3302220966,192039,64807.2,60359.399999999994,56408.4,47238.600000000006,FALSE
B46,S,2015,90,230664.38888888888,207500,76949.26592807457,18e4,18e4,176725,165e3,162450,FALSE
B46,S,2016,74,246380,225e3,73750.3115201222,200750,197600,187475,182900,169982.5,FALSE
B46,T,2015,95,188839.26315789475,18e4,48432.50259309353,159975,154800,141200,135400,120500,FALSE
B46,T,2016,76,203062.48684210525,195e3,50309.3539017662,164500,158e3,153625,15e4,142e3,FALSE
B47,D,2015,63,348195.2380952381,329950,102676.59324081206,282250,271200,268585,251960,235500,FALSE
B47,D,2016,90,365552.84444444446,36e4,74542.95946361069,308125,3e5,290125,281395,267250,FALSE
B47,F,2015,6,108658.33333333333,105750,37463.5878776535,82125,82e3,77750,73500,69250,FALSE
